0,11.3233,9.07917,7.522108,7.151222,6.798267,5.254031,1.704299,1.085881,0.04769349,0.0430007,0.008260727,-0.0006072521,-0.006306887,-0.6014459,-0.873004,-0.9748151,-0.977951,-1.361118,-2.647258,-3.334612,-3.586241,-3.654799,-3.691896,-3.828128,-3.948682,-4.390619,-4.498156,-4.51314,-4.519172,-4.589647,-7.60354,-8.007356,-8.026137,-8.036896,-8.050553,-8.085253,-8.132353,-8.229133,-8.324629,-8.385629,-8.449972,-8.486723,-8.529093,-8.546981,-8.598288,-8.617239,-8.657824,-8.665643,-8.714088,-8.717873,-8.7338,-8.736114,-8.737729,-8.73788,-8.738825,-8.742307,-8.743239,-8.745903,-8.74802,-8.762518,-8.764263,-8.765984,-8.767076,-8.770632,-8.772144,-8.782686,-8.783221,-8.784691,-8.802491,-8.802526,-8.815945,-8.817066,-8.823087,-8.829924,-8.844088,-9.10211,-9.596375,-9.852057,-9.894681,-10.81451,-10.82241,-10.83183,-10.87855,-10.93424,-11.2422,-11.27303,-11.34094,-11.50958,-11.60654,-11.60668,-11.61886,-11.70486,-11.71575,-11.75664,-11.83202,-11.88958,-11.90303,-11.92865,-11.95034,-11.9865,-12.06757,-12.12256,-12.12597,-12.1321,-12.13825,-12.14101,-12.14668,-12.25141,-12.25327,-12.25666,-12.26364,-12.35008,-12.42194,-12.436,-12.50042,-12.53888,-12.554,-12.66,-12.67551,-12.68785,-12.79241,-13.00962,-13.01873,-13.15862,-13.28264,-13.29188,-15.42301,-15.43334,-16.10456,-16.29815,-18.16179,-18.26989,-18.68697,-21.84322,-21.8437,-21.84647,-21.85053,-21.85207,-21.8547,-21.86012,-21.86435,-21.86998,-21.875,-21.8851,
1,11.32264,9.180689,9.082378,8.187251,8.178097,7.399113,7.396465,7.35828,7.025862,1.60483,1.263388,0.807559,0.7879877,0.6506617,0.005966902,-0.001786947,-0.001808167,-0.03052568,-0.2049632,-0.2251735,-0.2612484,-0.273495,-1.719993,-1.779262,-3.669505,-3.969978,-4.195669,-4.310559,-4.357041,-4.419738,-4.430046,-7.788712,-7.996778,-8.111867,-8.177163,-8.206509,-8.263648,-8.339888,-8.353323,-8.380878,-8.410707,-8.425047,-8.435507,-8.453255,-8.515648,-8.543276,-8.544647,-8.633701,-8.682156,-8.744651,-8.765098,-8.765329,-8.788648,-8.792768,-8.793751,-8.798143,-8.801186,-8.808672,-8.823187,-8.826464,-8.844425,-8.872253,-8.969177,-9.145357,-9.28217,-9.32391,-9.810863,-10.13784,-10.26575,-10.87419,-11.17034,-11.25403,-11.27757,-11.32027,-11.49676,-11.52555,-11.59086,-11.62315,-11.62626,-11.69456,-11.71592,-11.7221,-11.82472,-11.87214,-11.89547,-11.89746,-11.90169,-11.91661,-11.94983,-12.02121,-12.02841,-12.05655,-12.07685,-12.08986,-12.13853,-12.16634,-12.23861,-12.25751,-12.26243,-12.30801,-12.40398,-12.41788,-12.42261,-12.62781,-12.68227,-12.68629,-12.69295,-12.80289,-12.80384,-13.19545,-13.30994,-13.45316,-13.76025,-13.91898,-13.98402,-14.28786,-14.32651,-14.32657,-14.43968,-14.4412,-14.54709,-14.68222,-14.88852,-14.98071,-16.34613,-17.28072,-18.17975,-18.23936,-18.64676,-19.58743,-21.76795,-21.84169,-21.84279,-21.84396,-21.8452,-21.84625,-21.84831,-21.85051,-21.85943,-21.86843,-21.87481,-21.87497,-21.88546,-21.91015,
2,11.32264,9.176386,9.082378,8.39978,8.160084,7.418898,7.399025,4.304786,2.566036,1.187218,0.004785061,0.003880501,-0.3794181,-0.5096684,-0.6512122,-1.08357,-1.458406,-1.923743,-2.608738,-2.804932,-3.025818,-3.207439,-4.349135,-4.640605,-4.65972,-7.609838,-7.757064,-7.875206,-7.890608,-7.922621,-7.925796,-8.187358,-8.204197,-8.261079,-8.265801,-8.282066,-8.285046,-8.335907,-8.421942,-8.426895,-8.427919,-8.430274,-8.476068,-8.483049,-8.600441,-8.649601,-8.655526,-8.673124,-8.694943,-8.713706,-8.722045,-8.752258,-8.772141,-8.782219,-8.785208,-8.786348,-8.789967,-8.793887,-8.795627,-8.804146,-8.811131,-8.811531,-8.817137,-8.819086,-8.83106,-8.839355,-8.839607,-8.843561,-8.956548,-9.304175,-9.312756,-9.475337,-9.577372,-9.896293,-10.03578,-10.32833,-10.38017,-10.38936,-10.39896,-11.00813,-11.03178,-11.12433,-11.13018,-11.31338,-11.37563,-11.50784,-11.50997,-11.51196,-11.51305,-11.52266,-11.55176,-11.6105,-11.62342,-11.71117,-11.72776,-11.75171,-11.79255,-11.81928,-11.82526,-11.8284,-11.89844,-11.90826,-11.91426,-11.93185,-11.93526,-11.9399,-11.94827,-11.9496,-11.97291,-12.11576,-12.13031,-12.13969,-12.20679,-12.3107,-12.42426,-12.57158,-12.79272,-12.81209,-13.40665,-13.52061,-13.63391,-13.9842,-14.18492,-14.51227,-14.57397,-15.63012,-18.03225,-18.05865,-18.19084,-18.464,-18.61127,-18.81966,-18.89756,-19.20597,-21.83233,-21.84674,-21.85067,-21.85167,-21.85653,-21.85715,-21.87162,-21.87808,-21.92679,-61.663,
3,11.32264,9.176403,9.082378,8.449257,8.197433,8.160084,7.966887,7.418898,7.399025,7.389183,0.8900146,0.3795736,0.06478953,0.006709576,0.006548643,0.005102873,-0.004275322,-0.004585505,-0.167443,-0.2771616,-0.3113706,-1.020653,-1.791347,-2.480163,-2.748457,-3.515725,-3.837667,-3.935034,-4.118217,-4.382689,-4.42062,-4.470541,-4.50297,-4.801048,-7.615453,-7.650764,-7.861701,-8.055658,-8.164184,-8.244658,-8.25666,-8.260262,-8.285306,-8.323062,-8.401992,-8.407886,-8.419678,-8.478659,-8.4862,-8.503321,-8.534631,-8.597289,-8.63408,-8.636429,-8.681513,-8.688203,-8.691035,-8.72368,-8.72741,-8.734026,-8.754438,-8.782495,-8.789418,-8.799689,-8.800359,-8.800416,-8.802778,-8.803748,-8.803799,-8.809884,-8.81324,-8.819262,-8.826919,-8.829968,-8.840325,-8.840902,-8.842188,-8.843448,-8.845358,-8.845821,-8.846498,-8.886458,-9.205941,-9.417558,-9.504364,-9.619549,-10.40425,-10.4176,-10.81859,-10.86861,-11.04537,-11.50783,-11.50975,-11.51151,-11.51829,-11.55944,-11.58718,-11.5972,-11.6203,-11.71356,-11.7246,-11.89608,-11.96606,-11.99288,-12.03122,-12.03568,-12.04182,-12.08004,-12.08779,-12.12139,-12.16392,-12.31087,-12.56027,-12.56208,-12.78372,-12.96327,-13.02787,-13.04559,-13.10214,-13.28827,-13.79893,-14.08648,-14.0954,-14.22568,-14.32804,-14.4404,-14.55264,-14.65158,-15.73892,-18.08422,-18.29017,-21.8182,-21.84305,-21.8452,-21.84773,-21.86223,-21.86276,-21.86532,-21.86754,-21.87696,-21.87827,-21.88095,-21.8905,-21.90344,
4,11.32264,9.176403,9.082378,8.820431,8.450539,8.210152,8.160084,8.058481,7.85651,7.282646,6.582664,0.004775763,0.00456357,-0.002221584,-0.2284749,-0.2547538,-0.2666929,-0.3409069,-2.08902,-2.327854,-2.380597,-2.845837,-2.934726,-3.134332,-3.753199,-3.959534,-4.292708,-4.850799,-4.921766,-7.860095,-7.934657,-7.936077,-7.993393,-8.063757,-8.10108,-8.147332,-8.282322,-8.283114,-8.287882,-8.314395,-8.533971,-8.607721,-8.61569,-8.636411,-8.641202,-8.65742,-8.671987,-8.699326,-8.70323,-8.71794,-8.723864,-8.724785,-8.732666,-8.73631,-8.741743,-8.745673,-8.747221,-8.765301,-8.765434,-8.778627,-8.792988,-8.79741,-8.798269,-8.799868,-8.800614,-8.800718,-8.820918,-8.834427,-8.845817,-8.886143,-9.258442,-9.751147,-10.26727,-10.27468,-10.34038,-10.5293,-10.54589,-10.58258,-10.6839,-10.88121,-10.93525,-11.07245,-11.17086,-11.2338,-11.32933,-11.47047,-11.52246,-11.59068,-11.59349,-11.61906,-11.70434,-11.71215,-11.71773,-11.77478,-11.82035,-11.89027,-11.89201,-11.89641,-11.92926,-12.02791,-12.03197,-12.04072,-12.04898,-12.07829,-12.08588,-12.1125,-12.11287,-12.12301,-12.19445,-12.20096,-12.22784,-12.25146,-12.28298,-12.289,-12.30742,-12.31431,-12.39204,-12.429,-12.56156,-12.66682,-12.79904,-12.91393,-12.98632,-13.13814,-13.66058,-13.75596,-14.5443,-14.70301,-15.10999,-15.12176,-15.4354,-18.01635,-18.03824,-18.15076,-18.38612,-19.19055,-21.67465,-21.83939,-21.84767,-21.85338,-21.87271,-21.87333,-21.88646,-21.90264,
5,44.86003,11.32264,9.588778,9.348206,9.176403,9.082378,8.816624,8.583324,8.450539,8.210152,8.160084,7.934361,7.098961,0.4487364,0.2876623,0.1063602,0.00636673,-0.005055666,-0.005759001,-0.3762321,-0.6938789,-0.9406738,-1.183252,-1.231483,-1.683799,-2.542341,-3.813264,-4.198264,-4.281754,-4.972116,-7.777439,-7.836626,-8.199065,-8.333052,-8.33684,-8.336843,-8.351802,-8.361416,-8.363666,-8.364925,-8.434218,-8.533647,-8.611624,-8.634696,-8.653193,-8.701443,-8.704721,-8.706425,-8.721556,-8.726549,-8.727906,-8.741122,-8.780446,-8.780597,-8.794889,-8.79897,-8.802667,-8.803677,-8.817705,-8.818998,-8.827023,-8.829051,-8.836444,-8.842559,-8.84542,-8.848486,-8.883666,-9.196978,-10.30045,-10.62197,-10.76713,-10.84607,-10.9993,-11.09607,-11.13035,-11.14878,-11.24343,-11.51101,-11.5138,-11.52135,-11.5237,-11.5377,-11.5831,-11.5891,-11.59231,-11.59474,-11.60727,-11.62778,-11.66479,-11.69556,-11.71867,-11.72488,-11.80245,-11.8166,-11.88593,-11.89119,-11.89138,-11.89584,-11.90064,-11.93557,-11.93986,-11.95838,-11.97992,-12.03034,-12.09834,-12.12043,-12.13696,-12.15163,-12.24389,-12.2614,-12.28608,-12.29472,-12.29724,-12.30655,-12.39833,-12.55557,-12.63447,-12.65057,-12.78975,-13.11898,-13.26879,-13.98103,-14.2125,-14.43655,-14.86107,-15.55542,-15.67164,-18.08896,-18.20032,-18.21327,-18.30568,-18.34631,-18.4065,-18.56151,-19.45013,-21.77974,-21.8349,-21.84264,-21.84452,-21.84593,-21.87193,-21.87462,-21.8816,-21.91867,
6,44.85916,11.32264,9.584919,9.347635,9.176403,9.082378,8.816624,8.559345,7.672192,1.117568,0.2113893,0.1962063,0.1324644,0.09515095,0.005373478,0.002341747,-0.002420664,-0.00258708,-0.3176985,-0.4282844,-0.6082251,-0.7136648,-0.9960175,-2.608399,-2.65968,-2.842212,-3.146717,-3.360799,-4.095033,-4.387217,-4.42714,-4.612037,-4.832178,-5.354105,-7.851206,-7.935034,-8.163472,-8.288036,-8.32695,-8.342024,-8.383907,-8.407221,-8.41099,-8.453,-8.472609,-8.590476,-8.645392,-8.688129,-8.718862,-8.728434,-8.730137,-8.743984,-8.748967,-8.754623,-8.773521,-8.78452,-8.788946,-8.79381,-8.795846,-8.800096,-8.809972,-8.816793,-8.818592,-8.828015,-8.842888,-8.843484,-8.862364,-9.190548,-9.850408,-9.902402,-10.23517,-10.26338,-10.37267,-10.75297,-11.04399,-11.15849,-11.25821,-11.49055,-11.50988,-11.51014,-11.51333,-11.5157,-11.52005,-11.53196,-11.53528,-11.59471,-11.59972,-11.60228,-11.62306,-11.63638,-11.69221,-11.69289,-11.71297,-11.71356,-11.79424,-11.80732,-11.80767,-11.81507,-11.82462,-11.89699,-11.9042,-11.90989,-11.91852,-11.91855,-11.94801,-11.94804,-12.02918,-12.03195,-12.03427,-12.04505,-12.13279,-12.24531,-12.24853,-12.28578,-12.30314,-12.30455,-12.41481,-12.41919,-12.44769,-12.49817,-12.52264,-12.55206,-12.67306,-12.9169,-12.9214,-12.94167,-13.01937,-13.04458,-13.304,-13.39792,-13.64058,-13.75353,-14.21233,-14.36919,-14.44019,-16.16904,-18.07625,-18.07872,-18.16664,-18.63406,-19.22448,-21.84074,-21.84213,-21.84294,
7,44.85916,11.32264,9.584927,9.347637,9.176403,9.082378,8.816624,8.110638,7.667112,7.559317,1.145821,1.145474,0.6374941,0.3603778,0.1485581,0.0003228188,-0.002999067,-0.2096264,-0.7219357,-0.8194818,-0.9940653,-3.586135,-3.775256,-4.000678,-4.113973,-4.331028,-4.540522,-4.653309,-4.839507,-7.835753,-7.93049,-7.983764,-8.108167,-8.153834,-8.154707,-8.201978,-8.282934,-8.298529,-8.361738,-8.377892,-8.405731,-8.44459,-8.460663,-8.484675,-8.493157,-8.537674,-8.541364,-8.543184,-8.552815,-8.560029,-8.633548,-8.654271,-8.663961,-8.681631,-8.692513,-8.705906,-8.74062,-8.741196,-8.778143,-8.78071,-8.783596,-8.817982,-8.825106,-8.843359,-8.846961,-8.902521,-9.064739,-9.477425,-9.694143,-10.05754,-10.10551,-10.66938,-10.72942,-10.81661,-10.86302,-11.00628,-11.06252,-11.08613,-11.16152,-11.25509,-11.42061,-11.50648,-11.51205,-11.52043,-11.58241,-11.58706,-11.59047,-11.61877,-11.6452,-11.69128,-11.70911,-11.80032,-11.83241,-11.89334,-11.89949,-11.91312,-11.915,-11.92791,-11.93232,-11.98908,-12.00015,-12.03606,-12.05089,-12.0992,-12.21615,-12.27674,-12.28015,-12.28445,-12.39398,-12.42418,-12.44799,-12.54034,-12.54089,-12.55852,-12.58457,-12.58919,-12.80772,-12.9288,-13.03805,-13.13994,-13.2777,-13.51983,-13.64157,-13.88735,-14.09783,-14.24844,-14.81961,-14.99102,-16.74303,-18.07374,-18.10337,-18.34409,-18.42805,-18.85931,-21.83928,-21.84284,-21.84683,-21.84687,-21.84717,-21.85264,-21.85346,-21.85774,-21.86495,-21.94866,
8,56.97546,44.85916,11.32264,9.584919,9.347635,9.176403,9.082378,8.816624,8.056835,7.791988,7.244236,1.438928,0.9319749,0.1681521,0.1030302,0.07119775,-0.002569199,-0.004451036,-0.5331731,-0.5517802,-1.184094,-1.942712,-2.143,-2.354301,-2.36269,-2.615114,-2.741567,-3.034756,-3.164443,-3.248361,-3.250361,-3.755754,-4.015146,-4.380904,-4.493998,-4.585416,-4.647559,-7.562086,-7.693272,-7.854662,-7.872846,-7.902544,-7.935792,-7.944471,-8.039752,-8.082064,-8.107996,-8.239655,-8.285564,-8.302708,-8.354281,-8.399549,-8.562721,-8.566799,-8.59751,-8.612957,-8.616889,-8.688087,-8.695889,-8.703279,-8.718719,-8.731876,-8.740143,-8.741721,-8.775637,-8.777683,-8.783694,-8.801651,-8.80433,-8.805301,-8.805421,-8.809296,-8.810069,-8.81345,-8.839911,-8.844149,-9.035551,-9.072847,-9.401031,-9.709079,-9.815477,-9.827953,-10.17001,-10.48757,-10.56291,-11.07832,-11.11052,-11.23564,-11.24627,-11.33588,-11.504,-11.51143,-11.51233,-11.51647,-11.51793,-11.58825,-11.59243,-11.5934,-11.6073,-11.62454,-11.72104,-11.74786,-11.79883,-11.90428,-11.90737,-11.92376,-11.96048,-11.97215,-12.0018,-12.02013,-12.03423,-12.04197,-12.06582,-12.10516,-12.14049,-12.21158,-12.2656,-12.3234,-12.39827,-12.54541,-12.54587,-12.87191,-13.23304,-13.40007,-13.40494,-13.74267,-13.75249,-14.44027,-14.61288,-16.40954,-18.15831,-18.35369,-18.42878,-18.64945,-19.28449,-21.83594,-21.83907,-21.83965,-21.8419,-21.84376,-21.84453,-21.85141,-21.8559,-21.86527,
9,114.6856,57.26488,44.85916,11.32264,9.584919,9.347635,9.176403,9.082378,6.949671,0.206557,0.196218,0.01345873,0.0006058216,-0.003522396,-0.4299164,-0.6629949,-0.7786207,-0.9131649,-1.53155,-2.153972,-2.659834,-3.265442,-3.668368,-3.755305,-3.881438,-4.438703,-4.535923,-7.724536,-7.740929,-7.763929,-7.905911,-8.04978,-8.11479,-8.189309,-8.196393,-8.268857,-8.327263,-8.342449,-8.360404,-8.361979,-8.52715,-8.537093,-8.54625,-8.621483,-8.623673,-8.678963,-8.708757,-8.715233,-8.715324,-8.724207,-8.746038,-8.756408,-8.766665,-8.768615,-8.778803,-8.796271,-8.804406,-8.806097,-8.807024,-8.813828,-8.842485,-8.950607,-9.323296,-9.449442,-9.598135,-9.610647,-9.741998,-9.85868,-9.860861,-10,-10.19141,-10.19659,-10.45091,-10.54396,-10.74624,-11.06596,-11.3159,-11.42562,-11.50872,-11.51628,-11.56244,-11.58979,-11.59038,-11.60955,-11.61814,-11.70633,-11.71039,-11.7111,-11.81431,-11.81641,-11.8809,-11.8923,-11.89371,-11.90364,-11.90833,-11.91753,-11.92835,-11.93406,-11.95146,-11.95925,-11.96522,-11.9782,-11.98039,-12.00047,-12.03619,-12.09141,-12.10006,-12.10724,-12.13082,-12.26913,-12.27561,-12.28232,-12.29021,-12.40878,-12.41592,-12.43416,-12.4369,-12.53424,-12.55602,-12.55645,-12.7953,-12.91067,-12.92055,-13.20818,-13.26176,-13.75296,-13.97692,-14.00205,-14.09834,-14.43888,-15.1111,-15.88332,-17.98721,-18.27665,-18.9758,-19.13157,-19.62415,-21.83834,-21.84534,-21.85061,-21.85189,-21.86038,-21.87409,-21.88874,
