0,7.313868,1.159941,1.147309,0.3289399,0.300004,0.09248471,-0.2587471,-0.5612717,-0.7049103,-0.8531885,-0.9688025,-1.214407,-1.687277,-3.429802,-4.537491,-6.449404,-6.951734,-7.063368,-7.188563,-7.34692,-7.865881,-8.101019,-8.103216,-8.3081,-8.485165,-8.56105,-8.585646,-8.595402,-8.61128,-8.65228,-8.68694,-8.711965,-9.089817,-9.193459,-9.249299,-9.27857,-9.307087,-9.308215,-9.308235,-9.429531,-9.457375,-9.469302,-9.485118,-9.487908,-9.488222,-9.566485,-9.686747,-9.689225,-9.691307,-9.707841,-9.782034,-9.836584,-9.861798,-9.861961,-9.878081,-9.917567,-9.918036,-9.918067,-10.01529,-10.33123,-10.38022,-10.38677,-10.38677,-10.38679,-10.40511,-10.45589,-10.56412,-10.56888,-10.57271,-10.57271,-10.57456,-10.58644,-10.59781,-10.60383,-10.75972,-10.92384,-11.00903,-11.02553,-11.05214,-11.14196,-11.23897,-11.32262,-11.54884,-11.56297,-11.65284,-11.65939,-11.73168,-11.85501,-12.05673,-12.29281,-12.34181,-12.37941,-12.42122,-12.42572,-12.48711,-12.57917,-12.79766,-13.06579,-13.87051,-14.20789,-14.42844,-14.79162,-14.79273,-14.92455,-15.46103,-15.81494,-15.83082,-17.27739,-17.70943,-18.33641,-18.70224,-18.70488,-18.70536,-44.80847,
1,8.361725,0.122344,0.01208067,-0.000159502,-0.4133079,-0.8032103,-1.716579,-2.495754,-5.509325,-6.636079,-7.119748,-7.183627,-7.282712,-7.720345,-7.811316,-7.860772,-7.966278,-8.093271,-8.306753,-8.307998,-8.317855,-8.574734,-8.624249,-8.630746,-8.701044,-8.875429,-9.015511,-9.030384,-9.067003,-9.068399,-9.108313,-9.130581,-9.135844,-9.175716,-9.255316,-9.308235,-9.325254,-9.661535,-9.690415,-9.692767,-9.692824,-9.692833,-9.692846,-9.70317,-9.813261,-9.82283,-9.843032,-9.883983,-9.915751,-9.916424,-10.12594,-10.21258,-10.31428,-10.3354,-10.37225,-10.41267,-10.4449,-10.47418,-10.54366,-10.56891,-10.57266,-10.57319,-10.57472,-10.58636,-10.58648,-10.61211,-10.66151,-10.74349,-10.76868,-10.85524,-10.92386,-10.93901,-10.98157,-10.99099,-11.00891,-11.03926,-11.05221,-11.12472,-11.15457,-11.16308,-11.25379,-11.37198,-11.54802,-11.56997,-11.57583,-11.65115,-11.66346,-11.71917,-11.73812,-12.2895,-12.34155,-12.3416,-12.34848,-12.35536,-12.43512,-12.94592,-13.03598,-13.08115,-13.54982,-14.05224,-14.79062,-14.79067,-14.93874,-16.21438,-16.58509,-17.40424,-17.46709,-19.01361,-20.18058,-20.26738,-20.98569,-23.05233,-23.32472,-28.09565,
2,10.01038,6.362682,5.894723,4.092394,1.717595,1.188565,0.269969,0.05720806,0.04101467,0.01142836,0.00322628,0.001743317,-0.00109458,-0.04171515,-0.1504164,-0.2378044,-0.9925833,-1.334713,-2.418217,-2.48634,-3.369555,-3.472457,-6.313833,-6.967362,-7.01486,-7.088314,-7.464355,-7.528856,-7.628801,-7.666179,-7.698883,-7.795747,-7.836288,-7.983588,-8.015822,-8.034948,-8.343823,-8.50471,-8.575541,-8.707977,-8.771979,-8.85413,-8.87894,-9.065661,-9.12385,-9.157653,-9.248789,-9.308203,-9.378705,-9.496519,-9.646246,-9.68828,-9.741095,-9.918067,-9.935292,-10.0095,-10.0169,-10.03934,-10.11408,-10.11563,-10.29556,-10.36745,-10.38673,-10.42772,-10.4737,-10.54892,-10.56413,-10.56428,-10.5687,-10.57271,-10.58643,-10.6053,-10.63422,-10.63564,-10.83405,-10.87305,-10.97026,-10.99862,-11.01445,-11.03282,-11.03418,-11.05557,-11.21848,-11.22414,-11.36848,-11.39865,-11.57571,-11.69387,-11.71607,-11.79718,-12.09455,-12.18114,-12.28915,-12.39888,-12.4585,-12.76519,-12.82487,-12.82538,-12.87517,-13.05196,-13.05654,-13.8154,-14.79068,-14.79477,-14.88998,-16.52944,-16.63099,-17.18519,-17.34591,-18.11515,-18.66707,-18.70524,-18.81262,-22.92476,
3,15.96205,8.25462,7.810482,5.112998,4.828804,0.6248221,0.09181833,0.0107913,0.009551048,0.00898838,0.006350994,0.004717827,0.002248287,0.001857996,-0.0001530647,-0.6445289,-0.92415,-1.57033,-1.797932,-2.685338,-5.43584,-6.117824,-7.06938,-7.160412,-7.267318,-7.62928,-7.631317,-7.754873,-7.795752,-8.047905,-8.180735,-8.214262,-8.305048,-8.308097,-8.44276,-8.712062,-8.725818,-8.843438,-8.885592,-8.947979,-9.072119,-9.170036,-9.19294,-9.197975,-9.225817,-9.226736,-9.249403,-9.397569,-9.411383,-9.414707,-9.45752,-9.488543,-9.637179,-9.690199,-9.751431,-9.862765,-9.917146,-9.918041,-9.939262,-10.0992,-10.16936,-10.38611,-10.41902,-10.46668,-10.46883,-10.50224,-10.5689,-10.58646,-10.60514,-10.61813,-10.62646,-10.63489,-10.66185,-10.72896,-10.84277,-10.92384,-10.92394,-10.92454,-10.94079,-11.05195,-11.05568,-11.16047,-11.21547,-11.27798,-11.28742,-11.40239,-11.5656,-11.57572,-11.57685,-11.59616,-11.6564,-11.65865,-11.85708,-11.86269,-11.87973,-11.97964,-12.28379,-12.34156,-12.82141,-12.82539,-12.9277,-12.93251,-12.94773,-13.34701,-15.28848,-15.38507,-15.4852,-16.19558,-16.6744,-17.2631,-18.70537,-18.87426,-21.14754,-32776,
4,1.176088,0.8467774,0.01297998,0.01125002,0.009125233,0.003371239,0.002857208,-0.007162571,-0.3983541,-0.7190609,-0.7778459,-0.8536878,-0.8538349,-0.9223967,-0.981791,-0.9873905,-3.677945,-4.299552,-4.792845,-4.968,-5.608423,-6.130325,-6.726889,-7.126813,-7.423121,-7.45837,-7.795495,-7.844473,-8.212887,-8.213318,-8.242502,-8.536167,-8.575538,-8.575539,-8.585218,-8.613138,-8.746714,-9.186937,-9.205624,-9.248327,-9.248495,-9.25893,-9.278399,-9.278535,-9.278548,-9.366586,-9.434084,-9.497999,-9.652771,-9.653398,-9.664108,-9.668511,-9.675337,-9.812875,-9.813982,-9.853959,-9.916534,-10.13028,-10.18878,-10.38675,-10.3883,-10.39609,-10.43728,-10.44206,-10.46399,-10.56887,-10.56891,-10.6128,-10.63083,-10.63187,-10.63492,-10.63954,-10.66437,-10.684,-10.72174,-10.74405,-10.80155,-10.9391,-10.97906,-10.98521,-11.05194,-11.05203,-11.06452,-11.11721,-11.12433,-11.22951,-11.49385,-11.57002,-11.6807,-11.70689,-11.7377,-11.74789,-11.77096,-11.79718,-11.9509,-11.95904,-12.0084,-12.05387,-12.64282,-12.72573,-12.80013,-12.81997,-12.94796,-13.00798,-14.54816,-14.79622,-15.36495,-15.58552,-15.73227,-17.21328,-17.56169,-18.6785,-18.70539,-20.24895,
5,0.663559,0.5019186,0.01229,0.00929594,0.0070467,0.003095627,-0.0007476807,-0.001791477,-0.2731142,-0.9057746,-0.9324346,-0.9513836,-1.059465,-4.095151,-4.752336,-5.226737,-6.455318,-6.829123,-7.183505,-7.21399,-7.299512,-7.739834,-7.741023,-7.916716,-8.039367,-8.049234,-8.206098,-8.279777,-8.307787,-8.308118,-8.498752,-8.505264,-8.575319,-8.711946,-8.717299,-8.735582,-9.088339,-9.096814,-9.160136,-9.212006,-9.227296,-9.235156,-9.308054,-9.454151,-9.457319,-9.486298,-9.54897,-9.592061,-9.655119,-9.692616,-9.721891,-9.77513,-9.81884,-10.06784,-10.14433,-10.24152,-10.40501,-10.45086,-10.53211,-10.55099,-10.55772,-10.56412,-10.56414,-10.56448,-10.56862,-10.57295,-10.60365,-10.61443,-10.61692,-10.66741,-10.7118,-10.75878,-10.76998,-10.77728,-10.8226,-10.88153,-10.89793,-10.96056,-11.00815,-11.05196,-11.12533,-11.17879,-11.22499,-11.22603,-11.57,-11.5757,-11.5757,-11.5757,-11.58184,-11.62429,-11.64988,-11.65006,-11.75161,-11.79746,-11.7985,-11.93942,-12.14147,-12.15518,-12.28209,-12.34155,-12.79638,-12.7965,-12.82545,-13.25382,-13.47613,-13.60156,-14.47023,-15.41733,-17.30755,-17.43459,-17.4873,-18.69662,-20.7394,-22.92476,
6,13.44601,5.672686,4.879138,0.5120459,0.5011368,0.3934219,0.1045747,0.0487175,0.03083324,0.01120186,0.007564068,0.002860069,-0.003265858,-0.005077839,-0.2224331,-0.611454,-0.6880612,-0.7385416,-0.8284435,-1.097862,-1.110288,-1.1619,-1.165525,-1.261137,-2.128543,-3.444643,-4.989078,-6.813451,-6.816463,-6.850983,-6.967297,-7.182754,-7.257105,-7.785938,-7.795722,-8.022905,-8.126493,-8.575314,-8.945819,-9.060181,-9.203449,-9.248983,-9.24933,-9.249332,-9.306355,-9.308206,-9.326038,-9.343745,-9.622353,-9.625677,-9.693836,-9.916428,-10.02653,-10.03225,-10.07483,-10.18159,-10.26434,-10.38675,-10.4896,-10.50623,-10.50995,-10.56888,-10.56923,-10.57271,-10.57283,-10.5868,-10.63319,-10.66315,-10.7124,-10.89274,-10.92385,-10.92488,-10.97576,-11.02547,-11.0255,-11.0255,-11.02627,-11.05194,-11.23266,-11.26091,-11.33828,-11.40457,-11.411,-11.42831,-11.43618,-11.45705,-11.46732,-11.57286,-11.63041,-11.64986,-11.64987,-11.83742,-12.28377,-12.28533,-12.34155,-12.34161,-12.3484,-12.4135,-12.47779,-12.82529,-12.99418,-13.08695,-13.16104,-13.39288,-13.511,-13.63162,-14.79093,-14.95383,-15.80901,-17.15476,-17.76494,-18.22647,-18.70537,-20.8029,
7,16.40671,7.506954,4.707458,0.9205141,0.8425817,0.5011368,0.1087098,0.01948166,0.0006771088,-0.001465797,-0.004528046,-0.008090019,-0.1138155,-0.1826344,-0.4526348,-0.5276694,-0.5872688,-0.8364553,-0.8954606,-2.063374,-2.508852,-4.097062,-5.965961,-6.634057,-6.803717,-7.161513,-7.180387,-7.183622,-7.260136,-7.876725,-7.907561,-8.230576,-8.558248,-8.608376,-8.711937,-8.775144,-8.817974,-8.939167,-9.247371,-9.248538,-9.248603,-9.256663,-9.269208,-9.307591,-9.47913,-9.489028,-9.48906,-9.569939,-9.660049,-9.692802,-9.743258,-9.822761,-9.822828,-9.898169,-9.908382,-10.02586,-10.16055,-10.16144,-10.30705,-10.3383,-10.38767,-10.38795,-10.44169,-10.5073,-10.51086,-10.55588,-10.57271,-10.57272,-10.57378,-10.58641,-10.58645,-10.60962,-10.61469,-10.61661,-10.61758,-10.6321,-10.66303,-10.68116,-10.72116,-11.03219,-11.05229,-11.06193,-11.13653,-11.14791,-11.18283,-11.42494,-11.56685,-11.56985,-11.57606,-11.58972,-11.66014,-11.89928,-12.14019,-12.15241,-12.26963,-12.28433,-12.71372,-12.72227,-12.77484,-12.79762,-12.82528,-12.82876,-12.83756,-13.13862,-13.15571,-13.25216,-13.58032,-13.58174,-14.0681,-14.79161,-17.13622,-17.80944,-18.75436,-28.3061,
8,8.187719,6.600126,4.707458,1.841863,1.771292,1.253761,0.4194953,0.1635814,0.009105921,0.005292416,0.004680395,-0.002471447,-0.005849361,-0.1641965,-0.836565,-0.8721313,-0.8902783,-1.561975,-4.315429,-6.374071,-6.68004,-6.75706,-6.814133,-6.845584,-6.902268,-7.177396,-7.182348,-8.285527,-8.349081,-8.366314,-8.425478,-8.446879,-8.65225,-8.936839,-9.107664,-9.179873,-9.193628,-9.203735,-9.253725,-9.308231,-9.634052,-9.692894,-9.696098,-9.701187,-9.721812,-9.845103,-9.862736,-9.955282,-10.00036,-10.03078,-10.1637,-10.17364,-10.24633,-10.31992,-10.37017,-10.38677,-10.42294,-10.4239,-10.44715,-10.47225,-10.51948,-10.5224,-10.55128,-10.56449,-10.56888,-10.56888,-10.56889,-10.58658,-10.618,-10.65883,-10.66128,-10.92388,-10.92406,-10.93608,-10.98869,-11.02678,-11.05205,-11.06302,-11.11669,-11.14172,-11.3494,-11.38556,-11.5757,-11.57655,-11.61183,-11.64606,-11.64981,-11.6581,-11.75514,-11.75573,-11.75966,-11.82104,-11.87707,-12.25138,-12.33783,-12.68452,-12.75014,-12.79827,-12.82528,-13.04079,-13.05558,-13.12907,-13.13955,-13.60185,-14.79149,-14.79191,-14.90872,-14.92526,-15.13361,-18.70105,-18.70381,-18.70527,-18.70538,-19.86456,
9,8.186907,7.575521,1.841863,1.77186,0.7397575,0.3107576,0.3025913,0.2825346,0.04920506,-0.0001959801,-0.003984213,-0.3833365,-0.5981092,-0.791996,-1.317639,-1.361485,-1.400095,-2.040229,-2.202164,-3.647944,-4.204586,-4.562541,-6.524721,-7.253365,-7.25864,-7.335868,-7.478348,-7.641719,-7.779788,-7.795747,-7.942051,-7.998545,-8.297919,-8.329456,-8.394096,-8.491484,-8.571612,-8.612508,-8.743788,-8.779541,-8.973945,-9.078545,-9.247843,-9.248314,-9.249338,-9.249373,-9.306132,-9.445974,-9.625772,-9.652056,-9.692896,-9.749181,-9.750281,-9.915531,-9.91671,-9.917386,-9.918011,-10.02955,-10.05132,-10.18612,-10.19498,-10.20321,-10.25684,-10.37793,-10.38673,-10.38675,-10.47658,-10.56889,-10.5689,-10.5732,-10.58644,-10.58644,-10.63531,-10.66294,-10.69255,-10.70269,-10.81011,-10.8707,-10.92393,-10.95593,-11.00705,-11.05196,-11.05196,-11.05557,-11.06016,-11.11108,-11.2019,-11.34925,-11.42515,-11.48359,-11.53028,-11.55554,-11.57572,-11.68714,-11.70328,-11.79719,-11.926,-11.93871,-12.1103,-12.42855,-12.54033,-12.60637,-12.7987,-12.90971,-13.17952,-13.19811,-13.35471,-13.65021,-14.96965,-15.37595,-17.37423,-18.31327,-20.76376,-22.33903,
